id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
53852,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Vishudh Women Pink Printed Kurta
52980,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Printed Green Sari
23319,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,W Women Brown Printed Kurta
54079,Women,Apparel,Topwear,Kurtis,Black,Summer,2012,Ethnic,Mumbai Slang Women Black Kurti
41799,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Remanika Women Yellow Top
52148,Women,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Femella Women Red Polo T-Shirt
25826,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,Diva Women Printed Brown Kurta
44811,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Spykar Women Pink Top
28705,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012,Ethnic,W Women Printed Peach Kurta
34954,Women,Apparel,Saree,Sarees,Beige,Summer,2012,Ethnic,Fabindia Women H& Printed Beige Sari
5138,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Wrangler Women's Sequin Green T-shirt
50875,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,Prafful Green & Maroon Printed Sari
19614,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,United Colors of Benetton Women White T-shirt
11479,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,United Colors of Benetton Women Light Winter Purple Tops
40674,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Lee Women Blue Top
24331,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011,Sports,ADIDAS Women Grey Track Pants
56711,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Folklore Women Printed Purple & Blue Kurta
32254,Women,Apparel,Topwear,Kurtis,White,Summer,2012,Ethnic,Fabindia Women Printed White Kurti
19089,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,W Women Shaded Blue Kurta
7496,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Women's Challen Light Blue T-shirt
23326,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,W Women Brown Printed Kurta
53051,Women,Apparel,Saree,Sarees,Maroon,Fall,2012,Ethnic,FNF Maroon Printed Sari
10336,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women Stripes Black Tops
2580,Women,Apparel,Bottomwear,Capris,Black,Summer,2011,Sports,Domyos Women Black Capri
12839,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011,Casual,Ant Kids Pleated Black Skirts
51362,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Spykar Women Blue Jeans
32402,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Arrow Woman Printed Multi Coloured Top
59933,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Diva Women Multi Coloured Kurta
57095,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Elle Women Black Culottes
24567,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Lee Women Crownjewel Purple T-Shirt
42547,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Mother Earth Women Black Kurta
47035,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Shree Women Printed Purple Kurta
6312,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,UCB Women's Basic Racerback White Top
43653,Women,Apparel,Dress,Dresses,Peach,Summer,2012,Casual,ONLY Women Peach Dress
2574,Women,Apparel,Bottomwear,Shorts,Grey,Summer,2011,Casual,Domyos Women's Grey Short
5751,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Jealous 21 Women's Green Angel T-shirt
37184,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,United Colors of Benetton Women Blue T-shirt
20133,Women,Apparel,Topwear,Tops,Red,Fall,2011,Casual,Wrangler Women Ribbed Red Top
57061,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Elle Women Black Dress
24593,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Little Miss Women White Printed T-shirt
14134,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011,Sports,Nike Women Solid Grey Track Pants
20301,Women,Apparel,Topwear,Sweaters,Magenta,Fall,2011,Casual,Jealous 21 Women Solid Magenta Sweater
44644,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Arrow Woman Black Top
11446,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,United Colors of Benetton Women White Light Winter Top
48089,Women,Apparel,Topwear,Tops,Burgundy,Summer,2012,Casual,French Connection Women Burgundy Top
28950,Women,Apparel,Topwear,Kurtis,Pink,Summer,2012,Ethnic,BIBA OUTLET Women Pink Kurti
27918,Women,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal,Scullers For Her Women Grey Trousers
22456,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2011,Casual,Myntra Women Blue Leggings
14550,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Vishudh Women Floral Print White Kurta
5107,Women,Apparel,Topwear,Shirts,Yellow,Summer,2011,Casual,Wrangler Women Holly Checks Shirt
15482,Women,Apparel,Bottomwear,Capris,Black,Fall,2011,Casual,Puma Women TP Cuffed Black Capris
11022,Women,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Wrangler Women Its A Good Day Red T-Shirts
2322,Women,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Womens Luck White T-shirt
22032,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Vishudh Women Flower Print Brown Kurta
12495,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors of Benetton Women Short White T-shirt
2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,2010,Sports,ADIDAS Women Very Berry Lycra Track Pants
25819,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012,Ethnic,Diva Women Printed Grey Kurta
25025,Women,Apparel,Topwear,Jackets,Purple,Fall,2011,Sports,Nike Women Vapor Purple Jacket
58011,Women,Apparel,Topwear,Tops,Blue,Fall,2012,Casual,Latin Quarters Women Blue Top
5769,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,Jealous 21 Women Blue White Patterned Top
57059,Women,Apparel,Dress,Dresses,Red,Summer,2012,Casual,Elle Women Red Dress
9998,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Palm Tree Girls Hs Livia Top Pink Tops
50872,Women,Apparel,Saree,Sarees,Mustard,Summer,2012,Ethnic,Prafful Mustard & Maroon Sari
19613,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Top
27920,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,Scullers For Her Black Trousers
34953,Women,Apparel,Saree,Sarees,Beige,Summer,2012,Ethnic,Fabindia Beige Jaipur Print Cotton Sari
28530,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012,Sports,Nike Women Sprinter Grey T-shirt
58647,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,ALayna Women Purple Kurta
59795,Women,Apparel,Dress,Dresses,Blue,Fall,2012,Casual,United Colors of Benetton Women Blue Dress
25821,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Diva Women White Printed Kurta
38590,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Nike Women Printed Pink T-shirt
33178,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual,Sepia Women Navy Blue Top
44816,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Spykar Women Blue Jeans
52973,Women,Apparel,Saree,Sarees,Purple,Fall,2012,Ethnic,FNF Purple Printed Sari
16831,Women,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Little Miss Women Printed Green T-shirt
6588,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2011,Sports,Nike Women's Bold Nylon Grey Track Pant
28702,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012,Ethnic,W Women Printed Grey Kurta
35049,Women,Apparel,Bottomwear,Patiala,White,Fall,2012,Ethnic,Fabindia Women White Printed Patiala
21449,Women,Apparel,Topwear,Tops,Mustard,Winter,2012,Casual,Roxy Women Mustard Yellow Top
52987,Women,Apparel,Saree,Sarees,Green,Winter,2012,Ethnic,FNF Women Green & Cream Fashion Saree
42329,Women,Apparel,Saree,Sarees,Blue,Summer,2012,Ethnic,Prafful Blue Crepe Printed Saree
9150,Women,Apparel,Bottomwear,Jeans,Black,Summer,2013,Casual,Lee Black Maxi Super-Skinny Jeans
50886,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,Prafful Green Crepe Printed Sari
18735,Women,Apparel,Dress,Dresses,Purple,Fall,2011,Casual,Arrow Woman Rima Purple Dress
44688,Women,Apparel,Dress,Dresses,Off White,Summer,2012,Casual,Wills Lifestyle Women Off White Dress
46742,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2012,Sports,Nike Women Grey Track Pants
59598,Women,Apparel,Saree,Sarees,Brown,Fall,2012,Ethnic,FNF Brown Wedding Collection Sari
58678,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,ALayna Women Printed White Kurta
15485,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011,Sports,Puma Women TP Funky Workout Black Track Pants
11025,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Wrangler Women Studd Polo Pink T-shirt
22035,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011,Ethnic,Vishudh Women Self Printed Cream Kurta
44643,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Arrow Woman Black Dress
20306,Women,Apparel,Topwear,Sweaters,Blue,Fall,2011,Casual,Jealous 21 Women Solid Blue Sweater
41331,Women,Apparel,Topwear,Dupatta,Burgundy,Fall,2012,Ethnic,Aurelia Women Wine Dupatta
11441,Women,Apparel,Topwear,Tops,Blue,Fall,2012,Casual,United Colors of Benetton Teal Top
28957,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,BIBA Women Printed White Kurta
43654,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual,ONLY Women Cream Printed Top
7001,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,s.Oliver Women's Purple Blouse Top
20134,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Wrangler Women Classic Red Shirt
37183,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,United Colors of Benetton Women Pink T-shirt
24594,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Little Miss Women Grey Printed T-shirt
57066,Women,Apparel,Topwear,Jackets,Pink,Summer,2012,Casual,Elle Women Pink Jacket
36297,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women Blue Printed Kurta
15829,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Visudh White Printed Ethnic Kurta
32637,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012,Sports,Nike Women Legend Tight Blue Capris
10567,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Puma Women Striped Polo Pink Tshirts
42540,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Mother Earth Women Blue Kurta
47032,Women,Apparel,Topwear,Kurtas,Red,Fall,2012,Ethnic,Shree Women Red & Black Kurta
2587,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Quechua Women's Blue T-shirt
51365,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Spykar  Women Blue Jeans
59934,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Diva Women Multi Coloured Kurta
32405,Women,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2012,Formal,Arrow Woman Navy Blue Trousers
57092,Women,Apparel,Bottomwear,Skirts,Off White,Summer,2012,Casual,Elle Women Off White Skirt
7491,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2011,Sports,"Nike Women's EM Tempo 3.5"" Pink Short"
18960,Women,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,United Colors of Benetton Women Solid Blue Sweatshirt
23321,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,W Women Brown Printed Kurta
53056,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,FNF Multi Coloured Printed Sari
21476,Women,Apparel,Topwear,Sweatshirts,Grey,Winter,2012,Casual,Roxy Women Grey Printed Sweatshirt
15471,Women,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Puma Women TP Graphic Green Tshirts
32253,Women,Apparel,Topwear,Kurtis,White,Summer,2012,Ethnic,Fabindia Women Printed White Kurti
34998,Women,Apparel,Saree,Sarees,Black,Summer,2012,Ethnic,Fabindia H& Printed Black Cotton Silk Sari
22061,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Vishudh Women Brown Printed Kurta
34938,Women,Apparel,Topwear,Dupatta,Blue,Summer,2012,Ethnic,Fabindia Off White Chanderi Dupatta
9799,Women,Apparel,Topwear,Tops,Magenta,Fall,2011,Casual,Scullers For Her Women Scullers Top Magenta Tops
5154,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Wrangler Women's Lip Print White T-shirt
52918,Women,Apparel,Saree,Sarees,Purple,Summer,2012,Ethnic,FNF Purple Sari
11243,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Flying Machine Women Lowrise Blue Jeans
7431,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women's Deep U Neck Short Sleeve White Top
28769,Women,Apparel,Topwear,Kurtis,White,Summer,2012,Ethnic,Aurelia Women Printed White & Red Kurti
8479,Women,Apparel,Dress,Dresses,Cream,Fall,2011,Casual,Forever New Women Blossom Silk Cream Dress
43264,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Aneri Women White Kurta
13514,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011,Casual,Palm Tree Women Washed Blue Skirts
59994,Women,Apparel,Dress,Dresses,Black,Fall,2012,Formal,Avirate Black Formal Dress
11627,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011,Ethnic,W Women Solid Pink Kurtas
57032,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Forever New Women Black Top
7055,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,s.Oliver Women White Liberty FreedomT-shirt
50025,Women,Apparel,Bottomwear,Leggings,Nude,Winter,2015,Casual,Hanes Women Nude ComfortSoft Waistband Cotton Stretch Full Leggings
13342,Women,Apparel,Bottomwear,Capris,Purple,Fall,2011,Casual,Gini and Jony Kids Girls Solid Purple Capris
43432,Women,Apparel,Topwear,Tunics,Mustard,Summer,2012,Casual,Global Desi Women Mustard Tunic
19678,Women,Apparel,Topwear,Tops,Grey,Summer,2011,Casual,United Colors of Benetton Women Printed Grey Top
11415,Women,Apparel,Topwear,Tops,Brown,Fall,2011,Casual,United Colors of Benetton Women Light Winter Brown Top
33745,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Vero Moda Women Blue Top
57200,Women,Apparel,Topwear,Tunics,Off White,Summer,2012,Casual,Elle Women Off White Tunic
36237,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women White & Blue Printed Kurta
20352,Women,Apparel,Topwear,Tshirts,Magenta,Summer,2011,Casual,Spykar Women Printed Magenta T-Shirt
32451,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,ADIDAS Women Graphic Grey T-shirt
24534,Women,Apparel,Topwear,Tops,Brown,Fall,2011,Ethnic,Mother Earth Women Brown Printed Top
40071,Women,Apparel,Bottomwear,Tights,Purple,Summer,2012,Casual,ADIDAS Women Purple Tights
4624,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,Jealous 21 Women Knit White Top
12056,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,W Women Printed Brown Kurtas
34594,Women,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Tonga Women Red Top
47066,Women,Apparel,Bottomwear,Patiala,Teal,Fall,2012,Ethnic,Shree Women Teal Printed Patiala
30908,Women,Apparel,Topwear,Tops,Red,Summer,2012,Ethnic,Fabindia Women Red Mangalgiri Top
42514,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012,Ethnic,Mother Earth Women Blue Kurti
45731,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,Folklore Women Cream Kurta
23147,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,Quechua Women Fleece Black Sweatshirt
40627,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012,Ethnic,Span Women Lavender Kurta
24362,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Folklore Women Brown Printed Kurta
32207,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012,Ethnic,Fabindia Women Mustard Kurta
10365,Women,Apparel,Dress,Dresses,Black,Fall,2011,Casual,United Colors of Benetton Women Short Black Dresses
40415,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,Tonga Women Coral Top
53002,Women,Apparel,Saree,Sarees,Purple,Fall,2012,Ethnic,FNF Purple Printed Sari
15617,Women,Apparel,Topwear,Tshirts,Lavender,Fall,2011,Casual,Nike Women Trainng Lavender T-shirt
21422,Women,Apparel,Topwear,Tops,Green,Winter,2012,Casual,Roxy Women Green Top
36495,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Folklore Women Printed Green Kurta
3065,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Tantra Women Tiger Black T-shirt
1993,Women,Apparel,Topwear,Tshirts,Grey,Fall,2010,Casual,Puma Women Femme Fatale T-shirt
19647,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,United Colors of Benetton Women Solid Pink Top
11618,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2011,Ethnic,W Women Solid Yellow Kurtas
2940,Women,Apparel,Topwear,Tops,Maroon,Fall,2010,Casual,DUSG Women Peacock Ladies Organic Cotton Top
19011,Women,Apparel,Bottomwear,Track Pants,Purple,Summer,2011,Casual,ADIDAS Originals Women Flock Purple Track Pants
8446,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,Jealous 21 Women Jealous Pam Grey Top Grey Tops
49761,Women,Apparel,Bottomwear,Leggings,White,Summer,2012,Casual,Vishudh White Leggings
52927,Women,Apparel,Saree,Sarees,Blue,Fall,2012,Ethnic,FNF White Printed Sari
45990,Women,Apparel,Saree,Sarees,Pink,Summer,2012,Ethnic,Fabindia Pink Mangalagiri Sari
4885,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,Levis Kids Girl's Darcy Purple Kidswear
34907,Women,Apparel,Topwear,Dupatta,Red,Summer,2012,Ethnic,Fabindia Red Hand Printed Kota Dupatta
48481,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,French Connection Black Dress
45964,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Tokyo Talkies Women White Printed T-shirt
24953,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,United Colors of Benetton Women Pink T-shirt
40618,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Span Women Purple Kurta
32238,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Women Printed Black Kurta
42973,Women,Apparel,Bottomwear,Swimwear,Magenta,Winter,2015,Casual,Amante Magenta Swimsuit WFSD05
48475,Women,Apparel,Dress,Dresses,Black,Winter,2011,Casual,French Connection Women Black Printed Dress
15842,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Visudh Blue Printed Ethnic Kurta
30937,Women,Apparel,Topwear,Kurtis,Green,Summer,2012,Ethnic,Fabindia Women Printed Green Kurti
18761,Women,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Arrow Woman Aiyanna White Shirt
9336,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Puma Women Heroes Graphic White T-shirt
12069,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,W Women Printed White Kurtas
53839,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Vishudh Women Green Kurta
40412,Women,Apparel,Dress,Dresses,Pink,Summer,2012,Casual,Tonga Women Plum Dress
10362,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,United Colors of Benetton Women Purple Polo T-shirt
24157,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Aurelia Women Green Kurta
36492,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012,Ethnic,Folklore Women Yellow Kurta
21425,Women,Apparel,Topwear,Tops,Pink,Winter,2012,Casual,Roxy Women Pink Top
23140,Women,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,Quechua Women  Fleece Grey Sweatshirt
12607,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Jealous 21 Women Solid Purple Shrug
24365,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011,Ethnic,Folklore Women Maroon  Kurta
40620,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Span Women Blue Kurta
4849,Women,Apparel,Bottomwear,Capris,Black,Summer,2011,Sports,ADIDAS Women Tight Black Capri
47061,Women,Apparel,Bottomwear,Patiala,Brown,Fall,2012,Ethnic,Shree Women Brown & Black Patiala
34593,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Tonga Women Pink Printed Top
18759,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Arrow Woman Aiyanna Blue Shirt
42513,Women,Apparel,Topwear,Kurtis,Red,Summer,2012,Ethnic,Mother Earth Women Red Kurti
59369,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Vishudh Women Black & White Kurta
45736,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Folklore Women Black Kurta
59967,Women,Apparel,Dress,Dresses,Black,Fall,2012,Party,Avirate Women Black Dress
37918,Women,Apparel,Topwear,Tops,Multi,Summer,2012,Casual,Mineral Women Floral Multi Coloured Top
24533,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Mother Earth Women Pink Printed Kurta
4623,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,Jealous 21 Women Knit Teal Blue Top
6948,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,s.Oliver Women's Printed Top Blue T-shirt
50022,Women,Apparel,Bottomwear,Leggings,Grey Melange,Winter,2015,Casual,Hanes Women Pink Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings
34567,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Tonga Women Printed Black Dress
43435,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Global Desi Women Pink Top
13345,Women,Apparel,Bottomwear,Capris,White,Fall,2011,Casual,Gini and Jony Kids Girls Solid White Capris
57207,Women,Apparel,Bottomwear,Capris,Blue,Fall,2012,Casual,Kraus Jeans Women Blue Capris
33742,Women,Apparel,Topwear,Tops,Black,Summer,2015,Casual,Vero Moda Women Simka Black Top
11620,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic,W Women Solid Lime Green Kurtas
21889,Women,Apparel,Topwear,Kurtas,Olive,Fall,2011,Ethnic,BIBA Women Printed Green Kurta
59993,Women,Apparel,Dress,Dresses,Black,Fall,2012,Casual,Avirate Black Dress
57035,Women,Apparel,Dress,Dresses,Multi,Summer,2012,Casual,Forever New Women Multi Coloured Dress
52547,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Pepe Jeans Women Blue Jeans
22630,Women,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Sports,Nike Women Printed Navy Blue T-shirt
11244,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Flying Machine Women Lowrise Blue Jeans
2978,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Casual,Puma Women's Punk Graphic Pink T-shirt
49759,Women,Apparel,Bottomwear,Leggings,Red,Summer,2012,Casual,Vishudh Red Leggings
43263,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Aneri Women White Kurta
51594,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012,Casual,Wrangler Women Blue Jeggings
16253,Women,Apparel,Bottomwear,Stockings,Grey,Fall,2011,Casual,United Colors of Benetton Women Solid Grey Stockings
22066,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Vishudh Women Green Abstract Print Kurta
24391,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011,Ethnic,Folklore Women Orange Printed Kurta
5153,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Wrangler Women's Side Paisley White T-shirt
37927,Women,Apparel,Topwear,Tunics,Pink,Summer,2012,Casual,Mineral Women Pink Tunic
59356,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Vishudh Women Multi Coloured Kurta
15079,Women,Apparel,Topwear,Tunics,Green,Fall,2011,Ethnic,Mother Earth Women Printed Green Tunics
30930,Women,Apparel,Topwear,Tops,Beige,Summer,2012,Ethnic,Fabindia Women Printed Beige & Blue Top
42974,Women,Apparel,Bottomwear,Swimwear,Brown,Winter,2015,Casual,Amante Brown Swimsuit WFSD06
48472,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,French Connection Black Dress
18302,Women,Apparel,Topwear,Kurtis,Green,Fall,2011,Ethnic,Aneri Women Kavita Green Kurti
24168,Women,Apparel,Topwear,Kurtis,Orange,Fall,2011,Ethnic,Aurelia Women Orange Striped Kurti
45963,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Tokyo Talkies Women Light Pink Printed Top
24954,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,United Colors of Benetton Women Blue T-shirt
22059,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Vishudh Women Printed Brown Kurta
48486,Women,Apparel,Dress,Dresses,Green,Winter,2011,Casual,French Connection Women Green Dress
34900,Women,Apparel,Topwear,Dupatta,Green,Summer,2012,Ethnic,Fabindia Women Printed Green Dupatta
7409,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011,Ethnic,W Women Round Neck Short Sleeve Pink Kurta
2947,Women,Apparel,Topwear,Tops,Yellow,Fall,2010,Casual,DUSG Women Uttarkashi Organic Endive Top
28751,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Aurelia Women Printed Blue Kurta
49766,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Alma Women Beige Printed Kurta
8441,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,Jealous 21 Women Jealous Ece Blue Top Blue Tops
19016,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Originals Women Graphic Print Black Tshirt
45997,Women,Apparel,Saree,Sarees,Black,Summer,2012,Ethnic,Fabindia Black Striped Saree
52920,Women,Apparel,Saree,Sarees,White,Fall,2012,Ethnic,FNF Printed White Sari
43638,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Vero Moda Women Green Top
1994,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2010,Sports,Puma Women's Powergirls T-shirt
16608,Women,Apparel,Topwear,Tops,Green,Fall,2011,Casual,Jealous 21 Women Printed Green Top
19640,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011,Casual,United Colors of Benetton Women Solid Purple Sweatshirt
